"Canadian Tooling & Machining Association (CTMA)	",https://ctma.com/membership/member-search
"BuyWindsorEssex.com	",http://www.buywindsoressex.com/SearchResult.aspx?sectorid=1&scCond=OR&scCT=10%2c3%2c14%2c11%2c8%2c4%2c6%2c7%2c13%2c5%2c12%2c2&scCat=1%2c5%2c7%2c11%2c2%2c8&scMat=1%2c9%2c11%2c4%2c6%2c3%2c2%2c10%2c8%2c5%2c12%2c7&scCer=7%2c13%2c5%2c11%2c6%2c8%2c9%2c10%2c1%2c2%2c3%2c4%2c12&scAFT=12%2c11%2c5%2c4%2c1%2c8%2c7%2c10%2c2%2c3%2c9%2c6&scNAICSlvl1=&scNAICSlvl2=&scNAICSlvl3=&scIS=1%2c2%2c4%2c5%2c6%2c7%2c51%2c61%2c63%2c45%2c9%2c10%2c11%2c25%2c13%2c14%2c15%2c32%2c29%2c16%2c17%2c18%2c53%2c46%2c54%2c26%2c22&scMac=1%2c43%2c13%2c48%2c46%2c33%2c49%2c38%2c40%2c29%2c30%2c28%2c12%2c16%2c11%2c10%2c9%2c18%2c50%2c8%2c44%2c26%2c7%2c6%2c25%2c15%2c42%2c24%2c27%2c37%2c39%2c32%2c31%2c5%2c4%2c47%2c3%2c19%2c2&scCap=&scSearchText=
